timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763735844241,23,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-10,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,22,0,0
1763735844292,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-13,text,true,,117307,116,20,20,http://localhost:3000/,20,0,0
1763735844370,25,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-18,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,21,0,0
1763735844386,24,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-9,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,23,0,0
1763735844401,23,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-2,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,22,0,0
1763735844432,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-5,text,true,,117307,116,20,20,http://localhost:3000/,19,0,0
1763735844448,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-14,text,true,,117305,116,20,20,http://localhost:3000/,19,0,0
1763735844463,32,Buka Homepage,200,OK,TC-045 Endurance Test 1-15,text,true,,117307,116,20,20,http://localhost:3000/,30,0,0
1763735844463,38,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-19,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,37,0,0
1763735844479,37,Buka Homepage,200,OK,TC-045 Endurance Test 1-6,text,true,,117307,116,20,20,http://localhost:3000/,36,0,0
1763735844479,42,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-11,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,41,0,0
1763735844857,36,Buka Homepage,200,OK,TC-045 Endurance Test 1-17,text,true,,117309,116,20,20,http://localhost:3000/,27,0,0
1763735844857,36,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-3,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,33,0,0
1763735844919,20,Buka Homepage,200,OK,TC-045 Endurance Test 1-16,text,true,,117309,116,20,20,http://localhost:3000/,19,0,0
1763735845076,22,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-12,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,19,0,0
1763735845092,22,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-4,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,21,0,0
1763735845107,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-8,text,true,,117309,116,20,20,http://localhost:3000/,20,0,0
1763735845154,23,Buka Homepage,200,OK,TC-045 Endurance Test 1-1,text,true,,117307,116,20,20,http://localhost:3000/,20,0,0
1763735845170,26,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-20,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,22,0,0
1763735845185,23,Buka Homepage,200,OK,TC-045 Endurance Test 1-7,text,true,,117311,116,20,20,http://localhost:3000/,22,0,0
1763735845278,23,Buka Homepage,200,OK,TC-045 Endurance Test 1-10,text,true,,117309,116,20,20,http://localhost:3000/,22,0,0
1763735845324,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-13,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,18,0,0
1763735845404,23,Buka Homepage,200,OK,TC-045 Endurance Test 1-18,text,true,,117305,116,20,20,http://localhost:3000/,20,0,0
1763735845420,26,Buka Homepage,200,OK,TC-045 Endurance Test 1-9,text,true,,117305,116,20,20,http://localhost:3000/,26,0,0
1763735845435,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-2,text,true,,117307,116,20,20,http://localhost:3000/,20,0,0
1763735845466,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-5,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,18,0,0
1763735845481,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-14,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,17,0,0
1763735845497,18,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-15,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,16,0,0
1763735845512,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-19,text,true,,117309,116,20,20,http://localhost:3000/,19,0,0
1763735845528,25,Buka Homepage,200,OK,TC-045 Endurance Test 1-11,text,true,,117305,116,20,20,http://localhost:3000/,23,0,0
1763735845528,30,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-6,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,29,0,0
1763735845906,33,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-17,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,24,0,0
1763735845906,34,Buka Homepage,200,OK,TC-045 Endurance Test 1-3,text,true,,117309,116,20,20,http://localhost:3000/,29,0,0
1763735845953,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-16,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,18,0,0
1763735846110,19,Buka Homepage,200,OK,TC-045 Endurance Test 1-12,text,true,,117309,116,20,20,http://localhost:3000/,18,0,0
1763735846125,22,Buka Homepage,200,OK,TC-045 Endurance Test 1-4,text,true,,117305,116,20,20,http://localhost:3000/,20,0,0
1763735846141,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-8,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,18,0,0
1763735846188,25,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-1,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,20,0,0
1763735846204,26,Buka Homepage,200,OK,TC-045 Endurance Test 1-20,text,true,,117305,116,20,20,http://localhost:3000/,23,0,0
1763735846222,21,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-7,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,20,0,0
1763735846309,22,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-10,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,21,0,0
1763735846356,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-13,text,true,,117307,116,20,20,http://localhost:3000/,20,0,0
1763735846435,23,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-18,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,20,0,0
1763735846451,24,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-9,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,23,0,0
1763735846466,22,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-2,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,21,0,0
1763735846498,20,Buka Homepage,200,OK,TC-045 Endurance Test 1-5,text,true,,117311,116,20,20,http://localhost:3000/,18,0,0
1763735846514,19,Buka Homepage,200,OK,TC-045 Endurance Test 1-14,text,true,,117307,116,20,20,http://localhost:3000/,17,0,0
1763735846529,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-15,text,true,,117307,116,20,20,http://localhost:3000/,18,0,0
1763735846544,27,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-19,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,23,0,0
1763735846559,34,Buka Homepage,200,OK,TC-045 Endurance Test 1-6,text,true,,117309,116,20,20,http://localhost:3000/,27,0,0
